#  eta   phi   dep   det    value 
   -6   12    1    HB    0.984581878361
   -7   12    1    HB    1.047362128
   -8   12    1    HB    1.02052983704
   -9   12    1    HB    1.0870789698
   -10   12    1    HB    0.954650894598
   -11   12    1    HB    1.09886750709
   -12   12    1    HB    0.977077172771
   -13   12    1    HB    1.03906365073
   -14   12    1    HB    0.984433266822
   -15   12    1    HB    1.051807248
   -15   12    2    HB    0.951387276458
   -16   12    1    HB    1.0056567826
   -16   12    2    HB    0.966910862173
   -1   13    1    HB    1.03389542662
   -2   13    1    HB    1.03898308061
   -3   13    1    HB    1.02571790829
   -4   13    1    HB    1.00463204055
   -5   13    1    HB    0.943273583534
   -6   13    1    HB    0.93712503002
   -7   13    1    HB    0.998671639471
   -8   13    1    HB    0.960603455972
   -9   13    1    HB    0.92041355146
   -10   13    1    HB    0.88636496642
   -11   13    1    HB    1.00795247015
   -12   13    1    HB    0.964688481365
   -13   13    1    HB    1.02327554959
   -14   13    1    HB    1.03114615253
   -15   13    1    HB    0.988414579848
   -15   13    2    HB    1.05219022311
   -16   13    1    HB    0.99060481331
   -16   13    2    HB    1.02629655276
   -1   14    1    HB    0.993222997241
   -2   14    1    HB    1.06940556666
   -3   14    1    HB    1.01580364854
   -4   14    1    HB    1.00831404323
   -5   14    1    HB    1.03734496643
   -6   14    1    HB    1.00108974784
   -7   14    1    HB    1.02368168203
   -8   14    1    HB    0.970303356216
   -9   14    1    HB    0.969964126759
   -10   14    1    HB    0.991429803792
   -11   14    1    HB    0.940988366435
   -12   14    1    HB    0.997358331698
   -13   14    1    HB    1.00409047605
   -14   14    1    HB    0.973616662988
   -15   14    1    HB    1.00066068853
   -15   14    2    HB    1.05227462888
   -16   14    1    HB    0.973018588682
   -16   14    2    HB    1.00142367213
   -1   15    1    HB    0.967139709473
   -2   15    1    HB    0.997241460846
   -3   15    1    HB    1.03225258748
   -4   15    1    HB    1.01495568615
   -5   15    1    HB    1.03453201979
   -6   15    1    HB    0.998027344114
   -7   15    1    HB    1.02740932009
   -8   15    1    HB    0.999274048159
   -9   15    1    HB    1.01644747285
   -10   15    1    HB    0.984428125169
   -11   15    1    HB    1.03353228132
   -12   15    1    HB    0.93789287962
   -13   15    1    HB    0.963614414861
   -14   15    1    HB    1.02481475122
   -15   15    1    HB    0.98344832337
   -15   15    2    HB    1.01349194521
   -16   15    1    HB    1.01303603477
   -16   15    2    HB    1.0004988518
   -1   16    1    HB    0.949382991724
   -2   16    1    HB    1.02295939433
   -3   16    1    HB    0.997659669457
   -4   16    1    HB    0.96955384345
   -5   16    1    HB    1.04584717687
   -6   16    1    HB    1.01689950797
   -7   16    1    HB    0.925762235973
   -8   16    1    HB    1.03268272588
   -9   16    1    HB    0.977522969442
   -10   16    1    HB    0.976122648844
   -11   16    1    HB    0.975558628557
   -12   16    1    HB    0.982394417209
   -13   16    1    HB    0.98114225413
   -14   16    1    HB    0.963046903157
   -15   16    1    HB    0.983993111272
   -15   16    2    HB    0.986086856562
   -16   16    1    HB    1.05218816907
   -16   16    2    HB    1.01148141974
   -1   17    1    HB    0.989601216805
   -2   17    1    HB    0.9941916121
   -3   17    1    HB    0.976961676864
   -4   17    1    HB    0.928700041273
   -5   17    1    HB    0.981203175085
   -6   17    1    HB    1.01309896476
   -7   17    1    HB    0.974569620064
   -8   17    1    HB    1.01236994567
   -9   17    1    HB    1.00387171337
   -10   17    1    HB    0.979855814438
   -11   17    1    HB    0.957040241649
   -12   17    1    HB    1.00374529005
   -13   17    1    HB    0.990592842748
   -14   17    1    HB    1.00766256044
   -15   17    1    HB    1.00754689067
   -15   17    2    HB    1.03345482922
   -16   17    1    HB    0.949194852866
   -16   17    2    HB    0.983147648485
   -1   18    1    HB    0.980869006277
   -2   18    1    HB    1.06997732103
   -3   18    1    HB    0.973956531238
   -4   18    1    HB    1.04174084929
   -5   18    1    HB    1.01502953884
   -6   18    1    HB    1.0046216038
   -7   18    1    HB    0.946694284644
   -8   18    1    HB    0.970483147129
   -9   18    1    HB    0.924222262109
   -10   18    1    HB    1.06136375823
   -11   18    1    HB    1.00176841021
   -12   18    1    HB    1.0428152158
   -13   18    1    HB    1.03725797077
   -14   18    1    HB    0.988796674314
   -15   18    1    HB    1.02130398861
   -15   18    2    HB    1.00004056005
   -16   18    1    HB    1.02193750179
   -16   18    2    HB    1.02723962631
   -1   19    1    HB    1.00483004006
   -2   19    1    HB    0.987986596671
   -3   19    1    HB    1.0082419386
   -4   19    1    HB    1.02154067003
   -5   19    1    HB    1.00931661099
   -6   19    1    HB    1.06231644493
   -7   19    1    HB    0.894203954287
   -8   19    1    HB    0.952756513715
   -9   19    1    HB    1.03807139149
   -10   19    1    HB    1.01177157335
   -11   19    1    HB    1.00084544875
   -12   19    1    HB    1.00193460526
   -13   19    1    HB    0.964636201551
   -14   19    1    HB    0.992283118175
   -15   19    1    HB    1.04577265565
   -15   19    2    HB    1.00102944967
   -16   19    1    HB    0.960874633427
   -16   19    2    HB    1.01608962648
   -1   20    1    HB    1.02756754838
   -2   20    1    HB    0.941361964257
   -3   20    1    HB    1.04945102594
   -4   20    1    HB    0.986073138567
   -5   20    1    HB    0.993928582388
   -6   20    1    HB    0.967163925367
   -7   20    1    HB    1.00528084431
   -8   20    1    HB    0.954140522562
   -9   20    1    HB    1.01172507167
   -10   20    1    HB    0.993448561668
   -11   20    1    HB    1.06297688275
   -12   20    1    HB    1.01390586352
   -13   20    1    HB    0.988764452423
   -14   20    1    HB    0.981168347206
   -15   20    1    HB    0.997216846507
   -15   20    2    HB    1.00348215657
   -16   20    1    HB    1.00653870426
   -16   20    2    HB    1.00643528736
   -1   21    1    HB    0.989253948825
   -2   21    1    HB    0.996120810118
   -3   21    1    HB    1.02651112223
   -4   21    1    HB    1.00603477995
   -5   21    1    HB    0.996993409527
   -6   21    1    HB    1.04735694319
   -7   21    1    HB    0.995304042884
   -8   21    1    HB    1.04112553981
   -9   21    1    HB    0.939258212504
   -10   21    1    HB    0.948191036318
   -11   21    1    HB    0.949618386385
   -12   21    1    HB    0.971710844751
   -13   21    1    HB    0.980450462782
   -14   21    1    HB    1.00656401621
   -15   21    1    HB    0.983808790284
   -15   21    2    HB    1.01710063467
   -16   21    1    HB    0.988259571632
   -16   21    2    HB    1.05631471646
   -1   22    1    HB    0.9654701793
   -2   22    1    HB    1.137955182
   -3   22    1    HB    0.99294287483
   -4   22    1    HB    1.02629946289
   -5   22    1    HB    0.93400465044
   -6   22    1    HB    0.928711563547
   -7   22    1    HB    1.01881997652
   -8   22    1    HB    0.972527634087
   -9   22    1    HB    0.981357631884
   -10   22    1    HB    1.06584184711
   -11   22    1    HB    0.902833923573
   -12   22    1    HB    0.985617548316
   -13   22    1    HB    1.04726327546
   -14   22    1    HB    1.00715904334
   -15   22    1    HB    0.975868610296
   -15   22    2    HB    1.00623446644
   -16   22    1    HB    1.01380921322
   -16   22    2    HB    0.973865290501
   -1   23    1    HB    0.981786055105
   -2   23    1    HB    1.00976341862
   -3   23    1    HB    0.987055804772
   -4   23    1    HB    1.02727136454
   -5   23    1    HB    0.93753042443
   -6   23    1    HB    1.06771659442
   -7   23    1    HB    0.968198318993
   -8   23    1    HB    1.05048686379
   -9   23    1    HB    1.02558106317
   -10   23    1    HB    1.00957587865
   -11   23    1    HB    0.976720909912
   -12   23    1    HB    0.958415146158
   -13   23    1    HB    1.01099547165
   -14   23    1    HB    1.03071735731
   -15   23    1    HB    0.97749623425
   -15   23    2    HB    1.02208194973
   -16   23    1    HB    1.00001879674
   -16   23    2    HB    0.986684587413
   -1   24    1    HB    1.00127239843
   -2   24    1    HB    1.0134585469
   -3   24    1    HB    1.03094758506
   -4   24    1    HB    1.01971650729
   -5   24    1    HB    0.998505518154
   -6   24    1    HB    0.99747371628
   -7   24    1    HB    0.990806976715
   -8   24    1    HB    1.04805885855
   -9   24    1    HB    0.99615831983
   -10   24    1    HB    1.04961596328
   -11   24    1    HB    0.957773759265
   -12   24    1    HB    1.06016183979
   -13   24    1    HB    1.05190172304
   -14   24    1    HB    0.956383492169
   -15   24    1    HB    1.00333975793
   -15   24    2    HB    0.955763599106
   -16   24    1    HB    1.00020301106
   -16   24    2    HB    1.002413564
   -1   25    1    HB    0.930898849422
   -2   25    1    HB    1.02526883833
   -3   25    1    HB    0.996636281381
   -4   25    1    HB    1.01784654261
   -5   25    1    HB    0.945519789465
   -6   25    1    HB    1.01864530155
   -7   25    1    HB    1.00124063553
   -8   25    1    HB    0.915553197183
   -9   25    1    HB    0.994165441353
   -10   25    1    HB    0.965433943456
   -11   25    1    HB    1.00404220932
   -12   25    1    HB    1.00332320739
   -13   25    1    HB    1.01602569154
   -14   25    1    HB    0.99829886518
   -15   25    1    HB    0.999753693698
   -15   25    2    HB    0.993711795897
   -16   25    1    HB    0.960874392757
   -16   25    2    HB    0.977525177753
   -1   26    1    HB    1.04053382162
   -2   26    1    HB    0.992732276812
   -3   26    1    HB    1.00587627532
   -4   26    1    HB    1.00044880765
   -5   26    1    HB    1.00316802367
   -6   26    1    HB    0.960061058037
   -7   26    1    HB    0.975701423973
   -8   26    1    HB    1.0138271484
   -9   26    1    HB    1.05927199589
   -10   26    1    HB    1.06016019787
   -11   26    1    HB    1.03870165138
   -12   26    1    HB    1.01594200254
   -13   26    1    HB    1.04982024139
   -14   26    1    HB    0.963449170958
   -15   26    1    HB    1.04263301447
   -15   26    2    HB    1.01138054052
   -16   26    1    HB    0.976224206678
   -16   26    2    HB    1.06070177767
   -1   27    1    HB    1.0029938341
   -2   27    1    HB    1.01364214059
   -3   27    1    HB    1.00098134008
   -4   27    1    HB    1.10244858083
   -5   27    1    HB    0.984009737634
   -6   27    1    HB    1.00281010949
   -7   27    1    HB    1.02622833085
   -8   27    1    HB    1.02320394205
   -9   27    1    HB    1.03449995681
   -10   27    1    HB    1.02112025805
   -11   27    1    HB    0.98262381538
   -12   27    1    HB    0.977283562819
   -13   27    1    HB    0.983569318708
   -14   27    1    HB    1.00403532945
   -15   27    1    HB    0.970598482208
   -15   27    2    HB    0.997583656718
   -16   27    1    HB    0.949715337766
   -16   27    2    HB    0.987407939142
   -1   28    1    HB    1.05763555175
   -2   28    1    HB    1.05757926305
   -3   28    1    HB    0.938611438129
   -4   28    1    HB    0.932542419341
   -5   28    1    HB    0.990078763455
   -6   28    1    HB    1.05096077043
   -7   28    1    HB    1.06940502112
   -8   28    1    HB    0.991609608698
   -9   28    1    HB    1.01061121824
   -10   28    1    HB    1.08273570207
   -11   28    1    HB    0.996867713654
   -12   28    1    HB    1.06657958872
   -13   28    1    HB    1.06885163124
   -14   28    1    HB    0.974971992917
   -15   28    1    HB    0.981932269539
   -15   28    2    HB    0.955271694897
   -16   28    1    HB    1.04095836818
   -16   28    2    HB    0.994915790002
   -1   29    1    HB    0.994276179854
   -2   29    1    HB    0.993636679619
   -3   29    1    HB    1.06426560985
   -4   29    1    HB    0.974845049287
   -5   29    1    HB    1.01769261799
   -6   29    1    HB    0.989269210627
   -7   29    1    HB    0.983106473949
   -8   29    1    HB    1.06190262389
   -9   29    1    HB    1.05313467655
   -10   29    1    HB    0.937018680798
   -11   29    1    HB    0.969068952542
   -12   29    1    HB    0.981360640397
   -13   29    1    HB    1.06747338629
   -14   29    1    HB    1.03493141563
   -15   29    1    HB    0.95771470179
   -15   29    2    HB    0.991112977427
   -16   29    1    HB    0.981160378476
   -16   29    2    HB    0.972776023993
   -1   30    1    HB    0.997143299882
   -2   30    1    HB    1.02504906656
   -3   30    1    HB    1.00916478675
   -4   30    1    HB    0.988522613249
   -5   30    1    HB    0.998576067341
   -6   30    1    HB    0.942530673731
   -7   30    1    HB    0.955062805113
   -8   30    1    HB    0.972112921759
   -9   30    1    HB    0.892276011587
   -10   30    1    HB    0.996159845808
   -11   30    1    HB    1.01237504347
   -12   30    1    HB    0.997489415778
   -13   30    1    HB    0.969240748079
   -14   30    1    HB    0.992564559733
   -15   30    1    HB    1.0242014262
   -15   30    2    HB    1.01331111936
   -16   30    1    HB    0.983245447938
   -16   30    2    HB    0.984853638568
   -1   31    1    HB    0.974582540731
   -2   31    1    HB    0.945534452572
   -3   31    1    HB    1.07635404156
   -4   31    1    HB    1.02680453645
   -5   31    1    HB    0.965331803234
   -6   31    1    HB    0.990122580245
   -7   31    1    HB    1.10937039716
   -8   31    1    HB    1.05047562573
   -9   31    1    HB    1.01885103629
   -10   31    1    HB    0.958202666961
   -11   31    1    HB    0.948336630193
   -12   31    1    HB    0.991820676828
   -13   31    1    HB    1.01184260557
   -14   31    1    HB    1.01380853908
   -15   31    1    HB    0.998055965553
   -15   31    2    HB    0.986624690452
   -16   31    1    HB    0.987013840997
   -16   31    2    HB    0.954766218093
   -1   32    1    HB    1.03522693404
   -2   32    1    HB    0.899317772713
   -3   32    1    HB    1.00452893143
   -4   32    1    HB    1.00084161944
   -5   32    1    HB    1.09146391404
   -6   32    1    HB    1.03214553754
   -7   32    1    HB    0.983792652333
   -8   32    1    HB    1.06503954877
   -9   32    1    HB    0.983827854976
   -10   32    1    HB    0.987455648548
   -11   32    1    HB    1.03988572375
   -12   32    1    HB    0.997882781541
   -13   32    1    HB    0.977310343024
   -14   32    1    HB    1.02178923062
   -15   32    1    HB    1.0057612832
   -15   32    2    HB    1.01911016079
   -16   32    1    HB    0.997452097126
   -16   32    2    HB    1.00671370032
   -1   33    1    HB    1.07458845462
   -2   33    1    HB    1.05372690284
   -3   33    1    HB    0.952868160386
   -4   33    1    HB    0.964640236458
   -5   33    1    HB    0.984126180961
   -6   33    1    HB    0.928402872447
   -7   33    1    HB    0.971125958049
   -8   33    1    HB    0.991266373104
   -9   33    1    HB    0.983679495928
   -10   33    1    HB    1.0351596799
   -11   33    1    HB    0.92582020875
   -12   33    1    HB    0.989124373011
   -13   33    1    HB    0.982303032848
   -14   33    1    HB    0.97570409067
   -15   33    1    HB    1.00503356422
   -15   33    2    HB    0.979994083809
   -16   33    1    HB    1.06658780755
   -16   33    2    HB    1.00629097654
   -1   34    1    HB    0.97082613491
   -2   34    1    HB    0.982125283688
   -3   34    1    HB    0.98300549568
   -4   34    1    HB    1.03878853565
   -5   34    1    HB    1.03099236484
   -6   34    1    HB    1.05473890511
   -7   34    1    HB    1.01953086104
   -8   34    1    HB    1.03337312309
   -9   34    1    HB    0.969960156602
   -10   34    1    HB    1.03052536362
   -11   34    1    HB    1.01245586745
   -12   34    1    HB    1.02372607837
   -13   34    1    HB    1.04227605015
   -14   34    1    HB    0.956039201756
   -15   34    1    HB    1.03731420895
   -15   34    2    HB    0.939922930619
   -16   34    1    HB    1.01079459128
   -16   34    2    HB    0.976650302409
   -1   35    1    HB    1.027671889
   -2   35    1    HB    1.03155037971
   -3   35    1    HB    0.927115952596
   -4   35    1    HB    0.974774314396
   -5   35    1    HB    1.07706839698
   -6   35    1    HB    0.929050160715
   -7   35    1    HB    0.998824004145
   -8   35    1    HB    0.93439454002
   -9   35    1    HB    1.00330012829
   -10   35    1    HB    0.935207889139
   -11   35    1    HB    1.02083464545
   -12   35    1    HB    1.0258256449
   -13   35    1    HB    1.01184530703
   -14   35    1    HB    1.00956228715
   -15   35    1    HB    1.00692525592
   -15   35    2    HB    1.03199375312
   -16   35    1    HB    0.97885419193
   -16   35    2    HB    1.04876164607
   -1   36    1    HB    1.0020988059
   -2   36    1    HB    0.997442733158
   -3   36    1    HB    1.00406863203
   -4   36    1    HB    0.978204455038
   -5   36    1    HB    1.05544163424
   -6   36    1    HB    0.980681346146
   -7   36    1    HB    1.01103691476
   -8   36    1    HB    0.990348045646
   -9   36    1    HB    1.02998104239
   -10   36    1    HB    1.00875298606
   -11   36    1    HB    1.07567062842
   -12   36    1    HB    0.998330063164
   -13   36    1    HB    0.953409881953
   -14   36    1    HB    0.999292591045
   -15   36    1    HB    1.01499150716
   -15   36    2    HB    1.04931525259
   -16   36    1    HB    0.96494994013
   -16   36    2    HB    0.961107147253
   -1   37    1    HB    1.02978345647
   -2   37    1    HB    1.00447691072
   -3   37    1    HB    0.943603470679
   -4   37    1    HB    0.960190397405
   -5   37    1    HB    1.01513620353
   -6   37    1    HB    1.0512766111
   -7   37    1    HB    1.00888599826
   -8   37    1    HB    1.03753364563
   -9   37    1    HB    1.02592244141
   -10   37    1    HB    0.976637334587
   -11   37    1    HB    0.983871645603
   -12   37    1    HB    1.05344649093
   -13   37    1    HB    1.00889711097
   -14   37    1    HB    1.01461788702
   -15   37    1    HB    0.946169399482
   -15   37    2    HB    0.982897345129
   -16   37    1    HB    1.0076457057
   -16   37    2    HB    1.02813001034
   -1   38    1    HB    0.983644965881
   -2   38    1    HB    1.03130303025
   -3   38    1    HB    0.970159118914
   -4   38    1    HB    0.898842819906
   -5   38    1    HB    1.0147893994
   -6   38    1    HB    0.961335861955
   -7   38    1    HB    0.968938208537
   -8   38    1    HB    0.943189060047
   -9   38    1    HB    1.0203007524
   -10   38    1    HB    1.08781476161
   -11   38    1    HB    1.03301626992
   -12   38    1    HB    1.00826757692
   -13   38    1    HB    0.992652005612
   -14   38    1    HB    0.967594240285
   -15   38    1    HB    1.00793467914
   -15   38    2    HB    1.00508887859
   -16   38    1    HB    0.991540515513
   -16   38    2    HB    1.0242392834
   -1   39    1    HB    0.876728863211
   -2   39    1    HB    0.981869652998
   -3   39    1    HB    0.967381212623
   -4   39    1    HB    1.04028315179
   -5   39    1    HB    1.01833154705
   -6   39    1    HB    1.01280641643
   -7   39    1    HB    1.02691131043
   -8   39    1    HB    0.980854576418
   -9   39    1    HB    1.03731893849
   -10   39    1    HB    1.09617912296
   -11   39    1    HB    1.0122581633
   -12   39    1    HB    0.917124173035
   -13   39    1    HB    1.0411243991
   -14   39    1    HB    1.00241253306
   -15   39    1    HB    1.01351504525
   -15   39    2    HB    1.02366142482
   -16   39    1    HB    1.0229093653
   -16   39    2    HB    1.0305987217
   -1   40    1    HB    1.05047036469
   -2   40    1    HB    0.969992613604
   -3   40    1    HB    1.03340435589
   -4   40    1    HB    0.969547218308
   -5   40    1    HB    1.00507003058
   -6   40    1    HB    1.05510354396
   -7   40    1    HB    1.03517833929
   -8   40    1    HB    0.927759498176
   -9   40    1    HB    0.960184391357
   -10   40    1    HB    1.06306535626
   -11   40    1    HB    0.994111535817
   -12   40    1    HB    1.02167111202
   -13   40    1    HB    0.987955691481
   -14   40    1    HB    1.00449216199
   -15   40    1    HB    1.02554991658
   -15   40    2    HB    1.04037329906
   -16   40    1    HB    1.00973041439
   -16   40    2    HB    1.02006725345
   -1   41    1    HB    0.985894825691
   -2   41    1    HB    1.05847019273
   -3   41    1    HB    1.01154008157
   -4   41    1    HB    1.04278533947
   -5   41    1    HB    1.00141864201
   -6   41    1    HB    1.0039352573
   -7   41    1    HB    0.929820453346
   -8   41    1    HB    1.00736477996
   -9   41    1    HB    0.9800533843
   -10   41    1    HB    0.948962150077
   -11   41    1    HB    1.03319976907
   -12   41    1    HB    1.02989467581
   -13   41    1    HB    0.98799835031
   -14   41    1    HB    1.01079656919
   -15   41    1    HB    1.02531099527
   -15   41    2    HB    1.00847759358
   -16   41    1    HB    0.981136094096
   -16   41    2    HB    1.02895327952
   -1   42    1    HB    1.0070630661
   -2   42    1    HB    1.03722566739
   -3   42    1    HB    0.978653564215
   -4   42    1    HB    1.01409033073
   -5   42    1    HB    1.00981098778
   -6   42    1    HB    0.981939459815
   -7   42    1    HB    0.958391423449
   -8   42    1    HB    0.940711048258
   -9   42    1    HB    1.04282086695
   -10   42    1    HB    1.02758867905
   -11   42    1    HB    1.02587316498
   -12   42    1    HB    1.03877262174
   -13   42    1    HB    0.986592347272
   -14   42    1    HB    0.980309834248
   -15   42    1    HB    0.974714043107
   -15   42    2    HB    0.960412639324
   -16   42    1    HB    0.947051163154
   -16   42    2    HB    0.974833399492
   -1   43    1    HB    0.993328560548
   -2   43    1    HB    1.01590445395
   -3   43    1    HB    0.967971155699
   -4   43    1    HB    1.01608064727
   -5   43    1    HB    1.00027515553
   -6   43    1    HB    0.99539394799
   -7   43    1    HB    0.922739429456
   -8   43    1    HB    0.960509806793
   -9   43    1    HB    0.967899804293
   -10   43    1    HB    1.04639184514
   -11   43    1    HB    1.01003898442
   -12   43    1    HB    1.0061711488
   -13   43    1    HB    0.923490088153
   -14   43    1    HB    1.04515998942
   -15   43    1    HB    0.955823155614
   -15   43    2    HB    1.00103782837
   -16   43    1    HB    1.03663955667
   -16   43    2    HB    0.956495468094
   -1   44    1    HB    1.05037380984
   -2   44    1    HB    1.01908147189
